Datetime,Close,High,Low,Open,Volume
2025-03-07T00:00:00.000000+0000,85555.5703125,91160.8203125,84979.53125,89959.1640625,0
2025-03-07T06:00:00.000000+0000,88185.34375,88304.59375,87881.6015625,88225.03125,0
2025-03-07T12:00:00.000000+0000,89111.40625,89235.6328125,88375.078125,89023.0546875,0
2025-03-07T18:00:00.000000+0000,88522.3203125,88942.0546875,87655.828125,87655.828125,4094480384
2025-03-08T00:00:00.000000+0000,86751.8203125,86835.4765625,86542.90625,86713.375,0
2025-03-08T06:00:00.000000+0000,86439.421875,86599.8203125,86261.6484375,86261.6484375,251752448
2025-03-08T12:00:00.000000+0000,86201.09375,86329.671875,85794.1796875,85926.3671875,0
2025-03-08T18:00:00.000000+0000,86011.6328125,86055.9921875,85843.640625,85892.4140625,0
2025-03-09T00:00:00.000000+0000,86417.125,86417.125,86118.5703125,86186.640625,0
2025-03-09T06:00:00.000000+0000,85871.8671875,86006.015625,85794.7890625,86006.015625,0
2025-03-09T12:00:00.000000+0000,84537.2109375,85004.2421875,84275.2109375,85004.2421875,532456448
2025-03-09T18:00:00.000000+0000,82697.8125,83270.1875,82330.546875,82440.6484375,1798801408
2025-03-10T00:00:00.000000+0000,81258.703125,81374.3671875,80126.015625,80770.46875,1717096448
2025-03-10T06:00:00.000000+0000,82358.8515625,82360.65625,82041.6640625,82310.2578125,529981440
2025-03-10T12:00:00.000000+0000,83314.4375,83740.6640625,82658.0078125,83552.71875,1020637184
2025-03-10T18:00:00.000000+0000,77535.15625,78910.515625,77535.15625,78412.4765625,986411008
2025-03-11T00:00:00.000000+0000,77467.640625,79143.609375,76653.53125,78582.15625,655245312
2025-03-11T06:00:00.000000+0000,80145.7734375,80482.71875,80145.7734375,80244.46875,0
2025-03-11T12:00:00.000000+0000,81272.6015625,81874.59375,81078.109375,81715.046875,0
2025-03-11T18:00:00.000000+0000,83191.734375,83402.046875,81305.203125,81305.203125,0
2025-03-12T00:00:00.000000+0000,82737.0234375,83100.2890625,82603.9609375,82902.7890625,0
2025-03-12T06:00:00.000000+0000,81459.2421875,81945.71875,81295.734375,81945.71875,0
2025-03-12T12:00:00.000000+0000,83981.4921875,84230.234375,82867.5234375,82995.28125,1886887936
2025-03-12T18:00:00.000000+0000,82514.015625,82770.4609375,81877.4921875,81902.6640625,0
2025-03-13T00:00:00.000000+0000,83463.96875,83946.078125,83463.96875,83672.03125,0
2025-03-13T06:00:00.000000+0000,83294.515625,83294.84375,82905.40625,83147.953125,0
2025-03-13T12:00:00.000000+0000,82444.0859375,83289.3203125,82358.8828125,82920.5703125,0
2025-03-13T18:00:00.000000+0000,80788.4296875,80893.984375,80026.421875,80026.421875,563146752
2025-03-14T00:00:00.000000+0000,81578.796875,81634.9765625,80835.484375,81090.296875,0
2025-03-14T06:00:00.000000+0000,82012.125,82135.90625,81784.3828125,82135.90625,0
2025-03-14T12:00:00.000000+0000,83407.578125,83486.7421875,83085.265625,83224.4453125,0
2025-03-14T18:00:00.000000+0000,84600.0078125,84650.234375,84247.5078125,84374.8125,0
2025-03-15T00:00:00.000000+0000,84326.9765625,84341.5390625,83989.8046875,83989.8046875,0
2025-03-15T06:00:00.000000+0000,84188.578125,84306.765625,84185.921875,84280.75,0
2025-03-15T12:00:00.000000+0000,84139.5546875,84260.3203125,84043.65625,84061.34375,0
2025-03-15T18:00:00.000000+0000,84214.15625,84468.7734375,84166.875,84410.0234375,0
2025-03-16T00:00:00.000000+0000,84268.40625,84356.4921875,84240.28125,84354.53125,0
2025-03-16T06:00:00.000000+0000,84248.8203125,84392.9453125,84248.8203125,84379.390625,0
2025-03-16T12:00:00.000000+0000,82785.9609375,82864.1875,82408.6484375,82408.6484375,554741760
2025-03-16T18:00:00.000000+0000,83656.34375,84023.3515625,83656.34375,83898.9921875,311980032
2025-03-17T00:00:00.000000+0000,83053.0234375,83094.203125,82567.265625,82571.1484375,521535488
2025-03-17T06:00:00.000000+0000,83217.1328125,83271.359375,82711.8125,83133.5,479657984
2025-03-17T12:00:00.000000+0000,83112.5,83656.25,83057.5546875,83656.25,864274432
2025-03-17T18:00:00.000000+0000,84517.3359375,84549.28125,84024.1953125,84177.640625,419952640
2025-03-18T00:00:00.000000+0000,83786.703125,84033.265625,83727.875,84033.265625,0
2025-03-18T06:00:00.000000+0000,82469.5234375,83022.0078125,82285.6484375,83006.1875,514953216
2025-03-18T12:00:00.000000+0000,82376.7265625,82793.1953125,82373.46875,82552.625,0
2025-03-18T18:00:00.000000+0000,81820.421875,81910.140625,81323.03125,81450.2109375,0
2025-03-19T00:00:00.000000+0000,82977.6796875,83204.2421875,82620.40625,82702.765625,368760832
2025-03-19T06:00:00.000000+0000,83190.6796875,83306.8515625,83161.8828125,83244.7734375,0
2025-03-19T12:00:00.000000+0000,83773.1875,83882.8203125,83568.1640625,83875.796875,737308672
2025-03-19T18:00:00.000000+0000,85773.8359375,85773.8359375,83650.09375,84190.765625,3265517568
2025-03-20T00:00:00.000000+0000,86208.9921875,87442.1953125,86031.0546875,86870.8671875,539009024
2025-03-20T06:00:00.000000+0000,85810.8046875,86000.6875,85667.3671875,85800.7421875,290123776
2025-03-20T12:00:00.000000+0000,85324.84375,85503.3125,85211.2421875,85477.9765625,0
2025-03-20T18:00:00.000000+0000,84094.703125,84250.9921875,83946.9375,84048.0859375,0
2025-03-21T00:00:00.000000+0000,84428.0,84479.0859375,84164.03125,84175.25,0
2025-03-21T06:00:00.000000+0000,84150.03125,84431.1796875,84083.5,84419.546875,66021376
2025-03-21T12:00:00.000000+0000,83387.71875,84273.2109375,83387.71875,84007.5078125,0
2025-03-21T18:00:00.000000+0000,84111.453125,84325.0,83904.5078125,83980.6328125,0
2025-03-22T00:00:00.000000+0000,84177.5,84205.2578125,84027.4921875,84038.984375,0
2025-03-22T06:00:00.000000+0000,84287.4609375,84346.3671875,84155.9765625,84300.0625,0
2025-03-22T12:00:00.000000+0000,84212.9921875,84266.828125,84167.125,84213.5234375,0
2025-03-22T18:00:00.000000+0000,84255.7421875,84289.9296875,84188.0234375,84221.6796875,0
2025-03-23T00:00:00.000000+0000,83996.5859375,84041.4140625,83812.1171875,83831.8359375,0
2025-03-23T06:00:00.000000+0000,84241.1953125,84278.140625,84189.0546875,84216.6484375,0
2025-03-23T12:00:00.000000+0000,84716.3359375,84798.46875,84594.1953125,84685.2578125,158745600
2025-03-23T18:00:00.000000+0000,84988.03125,85020.125,84838.828125,84999.2890625,269197312
2025-03-24T00:00:00.000000+0000,86129.765625,86606.125,85880.5625,86046.8828125,1124193280
2025-03-24T06:00:00.000000+0000,87119.65625,87242.59375,86907.15625,86907.15625,1029953536
2025-03-24T12:00:00.000000+0000,87303.8125,87681.7890625,87303.8125,87681.7890625,915441664
2025-03-24T18:00:00.000000+0000,88538.6484375,88538.6484375,88187.421875,88459.125,762988544
2025-03-25T00:00:00.000000+0000,87640.015625,87669.4140625,87328.9453125,87510.625,0
2025-03-25T06:00:00.000000+0000,86592.9453125,86875.4375,86564.90625,86702.640625,0
2025-03-25T12:00:00.000000+0000,87069.40625,87442.1171875,87000.140625,87442.1171875,0
2025-03-25T18:00:00.000000+0000,87867.4765625,88053.5546875,87646.4140625,87973.71875,0
2025-03-26T00:00:00.000000+0000,87686.046875,87788.8046875,87287.40625,87458.625,163766272
2025-03-26T06:00:00.000000+0000,87915.578125,87915.578125,87486.734375,87539.71875,0
2025-03-26T12:00:00.000000+0000,87799.15625,88017.921875,87656.2734375,88000.09375,315447296
2025-03-26T18:00:00.000000+0000,86214.203125,86730.8046875,86214.203125,86550.1015625,0
2025-03-27T00:00:00.000000+0000,87254.890625,87254.890625,86820.3515625,86960.8828125,111826944
2025-03-27T06:00:00.000000+0000,87325.90625,87531.5625,87318.21875,87318.5078125,0
2025-03-27T12:00:00.000000+0000,86759.578125,87112.140625,86748.28125,86872.2265625,0
2025-03-27T18:00:00.000000+0000,87248.7421875,87411.8125,86912.53125,86912.53125,0
2025-03-28T00:00:00.000000+0000,87333.3984375,87357.59375,86950.640625,87214.2109375,0
2025-03-28T06:00:00.000000+0000,85748.46875,86200.9375,85710.8515625,86011.1484375,363012096
2025-03-28T12:00:00.000000+0000,85070.390625,85346.8203125,84881.71875,85212.1953125,742995968
2025-03-28T18:00:00.000000+0000,83796.4453125,84078.1484375,83704.6171875,83934.8125,48758784
2025-03-29T00:00:00.000000+0000,84355.78125,84567.3359375,84333.5625,84370.78125,0
2025-03-29T06:00:00.000000+0000,83756.2109375,83974.078125,83685.3828125,83974.078125,0
2025-03-29T12:00:00.000000+0000,82403.21875,82450.015625,82148.109375,82247.03125,0
2025-03-29T18:00:00.000000+0000,82351.015625,82611.109375,82223.5390625,82312.0078125,0
2025-03-30T00:00:00.000000+0000,82764.90625,82816.734375,82491.0078125,82589.46875,0
2025-03-30T06:00:00.000000+0000,83130.40625,83225.015625,82847.2734375,82947.1953125,333272064
2025-03-30T12:00:00.000000+0000,83013.9765625,83230.578125,82968.7890625,83125.3515625,0
2025-03-30T18:00:00.000000+0000,82689.59375,82748.140625,82463.9921875,82463.9921875,0
2025-03-31T00:00:00.000000+0000,81624.6171875,82418.125,81305.1484375,82418.125,1063555072
2025-03-31T06:00:00.000000+0000,82019.1640625,82218.09375,81949.3359375,82142.5234375,239343616
2025-03-31T12:00:00.000000+0000,82813.4609375,82955.46875,81942.46875,82184.1953125,1175500800
2025-03-31T18:00:00.000000+0000,83372.7890625,83533.8125,82752.4765625,82752.4765625,813328384
2025-04-01T00:00:00.000000+0000,82639.5234375,82753.1796875,82434.3125,82488.625,0
